id,Gender.self,Year.self,Born.self,Hukou.self,Live.self,Marriage.self,Height.self,Weight.self,Looking.self,Personality.self,Edu.self,Eduno.self,top.self,Abroad.self,Major.self,Job.self,Salary.self,Apt.self,Family.self,Hobby.self,Other.self,interesting.self,Gender.wanted,Year.max.wanted,Year.min.wanted,Year.text.wanted,Hukou.wanted,Live.wanted,Marriage.wanted,Height.min.wanted,Looking.wanted,Personality.wanted,Hobby.wanted,Edu.min.wanted,Edu.min.n.wanted,Job.wanted,Salary.min.wanted,Apt.wanted,Family.wanted,Other.wanted,interesting.wanted,Similar.wanted
409,女性,1985,上海,有上海户口,N,N,1.65,N,N,N,本科,4,N,N,N,银行总行,300000,有房,N,N,党员。有套独立商品房近百平米,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
410,女性,1983,N,有上海户口,N,单身,1.63,N,五官端正、清秀有气质,孝顺、勤劳、上进,本科,4,N,N,N,银行项目经理,300000,N,N,N,职业在编,N,男性,N,N,N,N,上海,N,N,N,健康向上,N,本科,4,稳定工作,N,N,N,条件相当,N,Y
411,女性,1980,浙江,没有上海户口,N,离异,1.6,N,身材苗条、气质佳,N,本科,4,N,N,N,外企,300000,有房,N,N,备有婚房，将要转入上海籍,正办上海籍,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
412,女性,1990,N,有上海户口,N,N,1.6,N,N,N,研究生,5,N,N,N,银行,300000,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,1.7,N,有责任心,N,本科,4,工作稳定,N,N,N,身体健康,N,N
413,女性,1982,N,有上海户口,N,单身,1.66,N,有气质,性格温和,本科,4,N,N,外语,外企人力资源经理,300000,有房,N,N,独生女。备有婚房,N,男性,N,N,N,N,N,N,1.7,五官端正,有责任心,N,本科,4,N,N,N,N,身体健康,N,N
414,女性,1981,N,有上海户口,N,单身,1.65,N,N,N,研究生,5,重点大学毕业,N,N,世界500强人力资源部,300000,N,N,N,有房两室一厅。独女,N,男性,N,N,N,N,上海,未婚,1.7,N,有责任心、上进心,N,本科,4,工作稳定,N,N,N,条件相仿。地区不限，在上海工作,N,Y
415,女性,1984,N,有上海户口,N,N,1.62,N,N,N,研究生,5,重点大学毕业,N,N,世界500强高级工程师,300000,有房,N,N,党员。备有婚房,N,男性,N,N,N,N,N,未婚,1.7,N,N,N,本科,4,N,N,N,N,N,N,N
416,女性,1990,N,有上海户口,N,N,1.6,N,N,N,研究生,5,N,N,N,银行,300000,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,1.7,N,有责任心,N,本科,4,工作稳定,N,N,N,身体健康,N,N
417,男性,1991,N,有上海户口,N,N,1.8,N,帅气,N,研究生,5,重点大学毕业,N,N,金融,300000,有房,N,N,备有婚房,N,女性,1992,N,1992年后出生,N,N,N,1.62,N,性格温和,N,本科,4,N,N,要有婚房,N,N,N,N
418,男性,1982,N,有上海户口,N,N,1.83,N,N,N,本科,4,重点大学毕业,N,N,N,300000,有房,N,N,备有婚房,N,女性,1985,1989,1985年到1989年间出生,N,N,未婚,N,N,N,N,本科,4,N,N,N,N,N,N,N
419,女性,1986,湖北,没有上海户口,N,N,1.63,53,N,N,研究生,5,重点大学毕业,N,N,IT项目管理,300000,N,N,N,N,N,男性,1981,1986,1981年到1986年间出生,N,N,N,1.7,N,人品好、诚实、上进、有责任心,无不良嗜好,N,N,N,N,N,N,条件相当,N,Y
420,女性,1986,N,N,N,单身,1.68,N,N,N,研究生,5,N,N,法学和经济,法务,300000,有房,父高级工程师，母大学教师已退休,N,独生女。上海周边有房，可配合男方买房,可参与买房,男性,1981,1987,1981年到1987年间出生,N,N,未婚,1.73,N,N,N,本科,4,N,N,N,N,N,N,N
421,男性,1982,N,有上海户口,N,单身,1.84,N,N,N,本科,4,N,N,N,大型软件企业项目经理,300000,有房,N,没有任何不良嗜好，爱游泳、打羽毛球,持有计算机国际通用软件证书，计算机硬件、软件双证工程师。身心健康。备有婚房,多种证书,女性,1985,1989,1985年到1989年间出生,上海户口,N,未婚,1.65,N,传统顾家,N,本科,4,N,N,N,N,N,N,N
422,男性,1975,重庆,N,N,单身,1.78,N,N,道德品质佳、有上进心、责任心、工作能力强,本科,4,N,N,N,软件研发工程师,300000,N,N,无不良嗜好，爱看书、爱学习,N,道德品质佳,女性,1980,N,1980年后出生,上海户口,N,N,1.65,五官端正,N,无不良嗜好,N,N,N,N,N,N,N,N,N
423,男性,1975,重庆,N,N,N,1.78,N,N,道德品质佳、有上进心、责任心,本科,4,N,N,N,公司软件研发工程师,300000,N,N,无任何社会恶习，爱看书、学习,有较强的工作能力,无社会恶心,女性,1980,N,1980年后出生,上海户口,N,未婚,1.65,五官端正,N,无任何不良嗜好,N,N,N,N,N,N,N,N,N
424,男性,1983,N,N,N,N,1.83,N,N,N,N,N,N,N,N,N,350000,有房,N,N,备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
425,女性,1984,安徽,有上海户口,N,N,1.6,N,相貌端正,品德端正,研究生,5,重点大学毕业,N,N,上市企业法律顾问,350000,N,N,无不良嗜好,N,N,男性,1980,1984,1980年到1984年间出生,上海户口,上海,未婚,1.72,N,有责任心、上进心,N,N,N,有稳定工作,N,有婚房,N,N,N,N
426,男性,1988,上海,N,N,N,1.72,N,N,N,研究生,5,重点大学毕业,N,N,民企财务,350000,有房,N,喜欢运动，烟酒不沾,有注册会计证CPA。备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
427,女性,1956,N,N,N,离异,1.65,N,N,N,N,N,N,N,N,N,360000,N,N,N,原国企退休,原国企退休,男性,N,N,N,N,N,N,N,N,N,无不良嗜好,N,N,N,N,N,N,条件优秀。身体健康,N,Y
428,男性,1980,N,N,N,单身,1.8,N,N,N,研究生,5,N,Y,N,外企高管,400000,有房,N,N,N,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
429,女性,1982,江苏,有上海户口,N,单身,1.62,52.5,N,N,本科,4,N,N,N,500强企业,400000,有房,父母退休，身体健康,N,身体健康。沪牌。独生女,持有沪牌,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
430,男性,1984,辽宁沈阳,有上海户口,N,N,1.75,N,N,N,研究生,5,重点大学毕业,Y,N,软件研发,400000,N,N,N,N,N,女性,1985,N,1985年后出生,N,N,N,N,N,善良、孝顺、有上进心,N,本科,4,N,N,N,N,N,N,N
431,女性,1985,N,N,N,N,1.68,N,N,N,N,N,重点大学毕业,Y,N,N,400000,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
432,女性,1987,N,N,N,N,1.68,N,N,N,N,N,N,N,N,N,400000,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
433,男性,1971,上海,有上海户口,N,单身,1.81,N,N,N,研究生,5,N,N,N,三级医院医生,400000,有房,父母为高级知识分子；事业单位工作,N,备有婚房,N,女性,N,N,N,N,N,未婚,1.63,N,传统本分,N,本科,4,N,N,N,N,N,N,N
434,女性,1982,N,有上海户口,N,单身,1.6,N,秀丽,文静,研究生,5,重点大学毕业,Y,N,外资银行,400000,N,N,N,N,秀丽,男性,1977,1982,1977年到1982年间出生,N,N,未婚,1.68,N,诚实、有责任感、优秀,N,本科,4,N,N,N,N,N,N,N
435,女性,1985,N,有上海户口,N,N,1.67,N,貌美，气质佳,N,本科,4,N,N,N,医疗公司财务主管,450000,N,N,N,住黄浦,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
436,男性,1986,N,N,N,N,1.81,N,N,N,N,N,N,N,N,N,500000,有房,N,N,备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
437,男性,1961,N,N,N,离异,1.72,N,N,阳光、大气、责任心,大专,3,N,N,N,自由职业,500000,有房,N,N,备有婚房。有一女10岁,N,女性,1970,N,1970年后出生,N,N,N,N,气质好,N,N,N,N,N,N,N,N,有眼缘，性格合,N,N
438,女性,1985,上海,有上海户口,N,N,1.67,N,貌美、气质佳,N,本科,4,N,N,N,合资公司财务主管,500000,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
439,女性,1975,N,有上海户口,N,单身,1.65,N,清纯秀气,通情达理、传统贤惠、人品好、居家,本科,4,重点大学毕业,N,金融,500强公司高级经理,500000,有房,N,N,有房无贷,有房无贷,男性,1969,1975,1969年到1975年间出生,N,N,未婚,N,N,有责任心、人品好,N,N,N,N,N,N,N,条件相当,N,Y
440,女性,1980,N,有上海户口,N,单身,1.6,N,N,N,研究生,5,重点大学毕业,N,N,金融行业主管,500000,有房,N,N,浦东有百平房,N,男性,1975,1982,1975年到1982年间出生,N,N,未婚,N,N,有责任心,N,本科,4,工作稳定,N,N,N,身体健康,N,N
441,女性,1988,山东,N,N,N,1.62,N,清秀漂亮,善良大方,N,N,重点大学毕业,N,N,外贸公司,600000,N,N,N,自己创业,自己创业,男性,1982,1988,年龄相仿,上海户口,N,未婚,1.76,帅气,有担当、有上进心、有孝心,N,N,N,有稳定工作,N,N,N,N,N,N
442,男性,1973,N,有上海户口,N,N,1.75,N,N,有事业心、责任心,本科,4,重点大学毕业,N,N,银行,700000,有房,父政府公务员,N,备有婚房，身体健康，收入稳定，曾获市级奖项,曾获奖项,女性,1980,N,1980年后出生,N,N,N,1.63,N,通情达理,N,本科,4,N,N,N,N,N,N,N
443,女性,1980,上海,有上海户口,N,N,1.66,N,N,N,本科,4,N,N,N,外企管理,800000,有房,N,N,备有婚房,N,男性,1975,1980,1975年到1980年间出生,N,N,N,1.75,N,N,N,本科,4,N,120000,N,N,N,N,N
444,女性,1980,上海,有上海户口,N,N,1.66,N,N,N,本科,4,N,N,N,外企管理,800000,有房,N,N,婚房100多平米,N,男性,1975,1980,1975年到1980年间出生,N,N,N,1.75,N,N,N,本科,4,N,N,N,N,N,N,N
445,男性,1983,N,N,N,N,1.78,N,N,N,本科,4,N,Y,N,美国投资银行,1000000,有房,N,N,备有婚房,N,女性,1985,N,1985年后出生,N,N,N,1.65,貌佳,性格好,N,N,N,N,N,N,N,N,N,N
446,男性,1969,N,N,美国,N,N,N,N,N,研究生,5,N,N,N,金融,6000000,N,N,N,结婚买房,N,女性,1983,N,1983年后出生,N,N,N,1.6,长相甜美,善良、温和,N,N,N,N,N,N,N,未婚或离异未育,N,N
447,女性,1983,N,N,N,N,1.65,N,N,性情温顺、性格开朗,研究生,5,N,N,N,主治医师,N,N,N,N,N,性情温顺,男性,N,N,N,N,N,N,1.72,N,有责任心、阳光开朗,无不良嗜好,N,N,N,120000,有婚房,N,身体健康，学历相当,N,N
448,女性,1984,N,N,N,单身,1.63,N,N,善解人意、温柔贤淑、勤俭、孝顺父母,本科,4,N,N,N,制造企业进出口专员,N,N,父母均在国企工作，母亲已经退休,N,有居住证,N,男性,1978,1984,1978年到1984年间出生,N,N,N,N,N,人品好,无不良嗜好,N,N,工作稳定,100000,N,N,N,N,N
449,女性,1983,N,N,N,N,1.65,N,N,性情温和、性格开朗,研究生,5,N,N,中医,主治医生,N,N,N,N,N,N,男性,N,N,N,N,N,N,1.72,N,有责任心、阳光开朗,无不良嗜好,N,N,N,120000,有婚房,N,适合，身体健康，学历相当,N,N
450,女性,1969,N,N,N,单身,1.63,N,相貌清秀文静、显年轻,N,研究生,5,N,N,N,医学检验站技术负责人,N,N,N,N,党员,N,男性,N,N,N,N,N,N,1.7,N,N,无不良嗜好,本科,4,工作稳定,120000,N,N,N,N,N
451,女性,1982,N,N,N,N,1.6,N,N,N,本科,4,N,N,N,外资企业,N,有房,N,N,备有婚房,N,男性,1975,1982,1975年到1982年间出生,N,上海,N,1.7,N,有事业心、责任心,N,本科,4,工作稳定,120000,N,N,N,N,N
452,女性,1988,N,有上海户口,N,N,N,N,N,知书达理、秀外慧中,本科,4,重点大学毕业,N,N,外资企业研发,N,N,父母都是在职公务员,N,人才引进,N,男性,N,N,N,N,N,N,N,N,品行优良、成熟、有主见,N,研究生,5,N,300000,N,N,N,N,N
453,女性,1986,N,有上海户口,N,N,1.62,N,N,N,研究生,5,N,N,生物化学,外企注册,N,有房,父母退休,N,独生女。有英语高级口译证书。备有婚房,N,男性,N,1980,1980年前出生,N,N,N,N,N,传统善良，性格温和,无不良嗜好,本科,4,N,N,N,N,N,N,N
454,女性,1986,N,有上海户口,N,单身,1.6,N,N,N,研究生,5,N,N,N,外企注册主管,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,本科,4,N,N,N,N,N,N,N
455,女性,1987,N,有上海户口,N,单身,1.61,N,N,N,研究生,5,重点大学毕业,N,N,银行,N,有房,父母均为退休教师,N,独生女。备有婚房,N,男性,N,N,N,N,N,未婚,1.7,N,有责任心,N,本科,4,N,N,N,N,条件相当。要求一本,N,Y
456,男性,1953,上海,有上海户口,N,N,N,N,N,N,N,N,N,N,机电工程,电气工程师,N,N,N,N,退休但继续工作,N,女性,1958,N,1958年后出生,N,N,N,N,N,N,无不良嗜好,N,N,N,N,N,N,N,N,N
457,女性,1978,N,有上海户口,N,单身,N,N,N,N,研究生,5,N,N,N,外企,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,有上进心、事业心,N,本科,4,N,N,N,N,N,N,N
458,女性,1978,N,有上海户口,N,单身,N,N,N,N,研究生,5,N,N,N,外企,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,有上进心、责任心,N,本科,4,N,N,N,N,N,N,N
459,男性,1984,上海,有上海户口,N,N,N,N,N,N,N,N,N,N,N,国企职员,N,有房,N,N,备有婚房,N,女性,N,N,N,上海户口,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
460,女性,1984,N,N,美国,单身,N,N,N,N,研究生,5,N,Y,N,贸易公司主管,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
461,女性,1986,N,N,N,N,N,N,N,N,研究生,5,重点大学毕业,N,N,高校教师,N,N,N,N,家境较好,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
462,女性,1987,N,N,N,单身,N,N,长相端庄秀丽,为人诚实善良、大方得体,大专,3,N,N,N,民企设计师,N,有房,父母已退休,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
463,女性,1988,N,N,N,离异,N,N,N,N,大专,3,N,N,N,幼儿园,N,有房,N,N,无孩。有洋房一套,洋房一套,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
464,男性,1973,N,有上海户口,N,单身,1.75,N,N,N,大专,3,N,N,N,国企中级电工,N,N,N,N,N,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
465,男性,1989,N,有上海户口,N,N,1.75,N,N,阳光、正直、善沟通,本科,4,N,N,N,金融,N,N,N,N,N,善沟通,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
466,女性,1982,N,有上海户口,N,N,1.73,N,N,N,N,N,N,N,N,公务员,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
467,女性,1986,N,N,N,N,1.7,N,N,N,研究生,5,重点大学毕业,Y,N,银行投资,N,N,父母均为大型企业管理干部，均已退休,N,双硕士,双硕士,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
468,女性,1985,N,有上海户口,N,离异,1.68,N,N,N,N,N,N,N,N,外企,N,N,N,N,短婚无孩,N,男性,N,N,N,N,N,N,N,N,人品好，知书达理,N,N,N,N,N,N,N,N,N,N
469,女性,1989,N,有上海户口,N,N,1.68,N,N,N,本科,4,N,N,N,N,N,有房,N,N,闸北区有近百平住宅,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
470,女性,1981,N,N,N,单身,1.67,N,N,N,本科,4,N,N,N,外企,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,工作、收入稳定,N,N,N,身高相当，身体健康,N,N
471,女性,1989,浙江杭州,没有上海户口,N,N,1.67,N,N,N,研究生,5,N,N,N,世界500强,N,N,N,N,稳定收入。独生女,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
472,女性,1982,N,有上海户口,N,单身,1.66,N,N,性格好、文静,研究生,5,N,N,N,世界500强研发工程师,N,有房,父母退休,N,浦东有房无贷款。年薪尚可。独女,年薪尚可,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
473,女性,1981,N,N,N,离异,1.65,N,N,N,本科,4,N,N,N,会计,N,N,N,N,短婚未育,N,男性,N,N,N,N,N,N,N,N,N,无不良嗜好,N,N,N,N,N,N,身体健康,N,N
474,女性,1987,山东,有上海户口,N,N,1.65,N,端庄大方,活泼、善良,研究生,5,N,Y,N,央企资产公司财务经理,N,N,父母公务员已经退休,N,独生女。工作稳定,N,男性,N,N,N,N,N,未婚,N,N,善良，有责任心、阳光,N,N,N,工作稳定,N,N,N,N,N,N
475,女性,1980,上海,N,澳大利亚,单身,1.63,N,N,N,研究生,5,N,N,N,地方政府部门,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
476,女性,1982,N,N,N,单身,1.63,N,N,N,大专,3,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
477,女性,1982,山东青岛,N,上海,单身,1.63,N,N,N,本科,4,重点大学毕业,N,N,N,N,有房,父母国企退休,N,备有婚房,N,男性,1975,N,1975年后出生,N,N,未婚,N,N,N,N,N,N,N,N,N,N,有上海户籍更好,N,N
478,女性,1988,江苏,N,N,N,1.63,N,漂亮、气质佳,N,本科,4,N,N,N,注册会计师,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
479,女性,1983,N,N,N,单身,1.62,N,N,N,本科,4,N,N,电子信息,美资企业软件开发,N,N,N,N,N,N,男性,N,N,N,N,N,未婚,N,N,N,N,N,N,N,N,N,N,性格合适,N,N
480,女性,1986,N,N,N,单身,1.62,N,N,N,大专,3,N,N,N,国企单位,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,人品好,无不良嗜好,N,N,N,N,有婚房,N,条件相仿,N,Y
481,女性,1985,江苏无锡,有上海户口,N,单身,1.61,N,N,N,研究生,5,重点大学毕业,Y,N,法务,N,有房,父母事业单位退休,N,独生女。备有婚房,N,男性,1980,N,1980年后出生,N,N,N,N,长相端正,有上进心,N,本科,4,工作稳定,N,N,N,重点大学优先。条件相当,N,Y
482,女性,1977,N,有上海户口,N,单身,1.6,N,肤白、苗条,传统,本科,4,N,N,N,外企检验公司,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,知书达理,不吸烟,N,N,N,N,有婚房,N,N,N,N
483,女性,1978,江苏,有上海户口,N,N,1.6,N,N,N,N,N,N,N,N,国企人事,N,有房,N,N,备有婚房,N,男性,1970,N,1970年后出生,N,N,N,N,N,有上进心、责任心强,N,本科,4,N,N,N,N,身体健康,N,N
484,女性,1978,N,N,N,单身,1.6,N,N,善解人意、温柔贤惠,大专,3,N,N,N,外企财务,N,N,N,N,独生女,N,男性,N,N,N,N,N,N,N,N,有责任心、孝心、责任感、人品好,N,N,N,N,N,N,N,N,N,N
485,女性,1979,N,有上海户口,N,单身,1.6,N,N,N,研究生,5,N,N,N,外企部门经理,N,有房,父母退休,N,备有婚房，独生女,N,男性,N,N,N,N,N,未婚,N,N,N,N,本科,4,工作稳定,N,N,N,N,N,N
486,女性,1981,浙江,N,N,离异,1.6,N,N,N,本科,4,N,N,N,医院,N,有房,N,N,备有婚房。短婚未育,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
487,女性,1982,N,N,N,单身,1.6,N,N,N,大专,3,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
488,女性,1987,N,有上海户口,N,N,1.6,N,美丽、大气,N,研究生,5,N,N,N,N,N,N,N,N,家境好,美丽大气,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
489,女性,1991,N,有上海户口,N,N,1.6,N,N,N,本科,4,N,N,N,N,N,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
490,女性,1992,N,有上海户口,N,单身,1.6,45,N,善良、温柔、孝顺、独立、能力强,本科,4,重点大学毕业,Y,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,有责任心、有担当、阳光,无不良嗜好,本科,4,N,N,N,N,N,N,N
491,女性,1993,N,有上海户口,N,N,1.59,52,端庄大方,人品好、有爱心,大专,3,N,N,N,财务,N,有房,父母事业单位工作,N,门面房、住宅各一套，无贷款,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
492,女性,1980,浙江,N,N,离异,1.56,N,N,N,大专,3,N,N,N,N,N,N,N,N,短婚未育,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,工作稳定,N,有婚房,N,条件相当,N,Y
493,男性,1983,N,有上海户口,N,N,1.78,N,N,N,本科,4,N,N,N,公务员,N,N,N,N,N,N,女性,1986,N,1986年后出生,上海户口,N,未婚,N,N,N,N,N,N,N,N,N,N,N,N,N
494,女性,1986,N,有上海户口,N,N,1.73,N,N,N,研究生,5,N,N,N,外企,N,N,父亲有工作，母亲已退休,N,N,N,男性,N,N,N,N,上海,N,N,N,N,N,本科,4,N,N,N,N,N,N,N
495,女性,1975,N,有上海户口,N,单身,1.67,N,N,传统,本科,4,重点大学毕业,N,N,500强企业工程师,N,有房,高知家庭,N,备有婚房，收入丰,N,男性,1970,N,1970年后出生,N,N,N,N,N,有事业心、责任心,N,本科,4,N,N,N,N,N,N,N
496,女性,1981,N,N,N,单身,1.67,N,N,N,本科,4,N,N,N,N,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,工作稳定,N,N,N,收入、身高相当。身体健康,N,N
497,女性,1975,N,N,N,单身,1.61,N,五官秀气、气质好,N,N,N,重点大学毕业,N,N,个体户,N,有房,N,N,有房无贷,五官秀气,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
498,女性,1978,N,有上海户口,N,单身,1.61,N,N,正派、身体健康、性格脾气均好,研究生,5,重点大学毕业,N,N,国企高级工程师,N,有房,父母退休,N,备有婚房,正派,男性,N,N,N,N,N,N,N,N,人品好,N,本科,4,工作稳定,N,N,N,身体健康，收入适当,N,N
499,女性,1984,N,N,N,N,1.61,N,N,N,本科,4,N,N,N,外企主管,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
500,男性,1989,N,N,N,单身,1.85,N,N,有担当、有责任心、阳光,研究生,5,N,N,N,汽车工程师,N,有房,N,N,备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
501,男性,1989,N,N,N,单身,1.82,N,N,N,本科,4,N,N,N,会计事务所,N,有房,N,N,备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
502,男性,1990,江西南昌,N,N,N,1.81,N,N,N,研究生,5,N,N,N,券商IT,N,N,父母已在附近城市定居，父亲在职，母亲退休,N,独子,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件合适,N,Y
503,男性,1955,上海,有上海户口,上海,离异,1.8,N,N,N,N,N,N,N,N,N,N,有房,N,N,备有婚房。刚退休。孩子已成家,孩子已成家,女性,N,N,N,N,N,N,N,N,本分,N,N,N,N,N,N,N,户籍不限,N,N
504,男性,1981,上海,有上海户口,N,离异,1.8,N,N,N,本科,4,N,N,N,软件工程师,N,有房,N,N,备有婚房,N,女性,N,N,N,N,N,离异,N,N,顾家性格好,N,N,N,N,N,N,N,N,N,N
505,男性,1984,上海,有上海户口,N,单身,1.8,N,N,N,本科,4,N,N,N,公务员,N,N,N,N,N,N,女性,1985,N,1985年后出生,N,N,未婚,N,N,N,N,N,N,有稳定工作,N,N,N,条件相仿,N,Y
506,男性,1981,N,N,新加坡,单身,1.78,N,N,N,研究生,5,N,Y,N,芯片企业工程师,N,N,N,N,N,N,女性,1981,N,1981年后出生,N,新加坡,N,N,N,N,N,N,N,N,N,N,N,N,N,N
507,女性,1989,辽宁,有上海户口,N,N,1.78,N,N,品貌俱佳,研究生,5,N,N,N,美企视觉设计,N,N,N,N,N,N,男性,N,N,N,N,N,N,N,N,积极向上,无不良嗜好,N,N,N,N,N,N,条件相当,N,Y
508,男性,1976,四川,有上海户口,N,离异,1.76,N,N,N,研究生,5,N,Y,N,上市公司合伙人,N,有房,父母已退休，有一个姐姐,N,自己创业，松江有房，有一女归女方,自己创业,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
509,男性,1984,N,有上海户口,N,N,1.76,N,N,N,研究生,5,N,N,N,金融海外投资经理,N,有房,N,N,收入丰。备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
510,男性,1962,N,N,N,单身,1.75,N,N,N,N,N,N,N,N,N,N,有房,N,N,备有婚房。,N,女性,N,N,N,N,N,N,N,N,性格开朗,N,N,N,N,N,有婚房,N,N,N,N
511,男性,1981,N,N,N,单身,1.75,N,N,性格开朗、稳重、有责任心,本科,4,N,N,N,商品检测,N,有房,父亲公务员退休，母亲企业退休,N,备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
512,男性,1982,N,N,N,单身,1.75,N,N,N,研究生,5,N,N,N,外企医疗器材,N,有房,N,N,收入丰厚。备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
513,男性,1983,N,N,N,单身,1.75,N,N,N,本科,4,N,N,N,金融研究所,N,N,N,N,收入丰厚,N,女性,1988,N,1988年后出生,上海户口,N,N,N,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
514,男性,1986,N,有上海户口,N,N,1.74,N,N,N,研究生,5,重点大学毕业,N,N,化工设计工程师,N,N,N,N,N,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
515,男性,1989,上海,有上海户口,N,N,1.74,N,N,N,本科,4,N,N,N,公务员,N,有房,N,N,备有婚房,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相仿,N,Y
516,女性,1966,上海,N,N,N,1.73,N,N,N,N,N,N,N,N,电器公司高级工程师,N,有房,N,N,备有婚房,N,男性,N,N,N,N,N,N,N,五官端正,品质佳,N,N,N,N,N,N,N,身心健康,N,N
517,男性,1977,上海,有上海户口,N,单身,1.73,N,N,N,博士,6,N,Y,生物,生物医药贸易公司技术,N,N,N,N,N,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
518,男性,1982,N,N,N,N,1.73,N,N,N,研究生,5,N,N,N,金融,N,N,N,N,收入丰厚,N,女性,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,条件相当,N,Y
519,男性,1985,N,有上海户口,N,离异,1.73,N,N,性格开朗、会过日子、阳光,N,N,N,N,N,国企,N,有房,N,N,短婚无孩。备有婚房,会过日子,女性,N,N,N,上海户口,N,N,N,相貌端正、清秀,品行好、性格温和,N,N,N,N,N,N,N,条件相仿,N,Y
